Fts_0,Fts_1,Fts_2,Fts_3,Fts_4,Fts_5,Fts_6,Fts_7,Fts_8,Fts_9,Fts_10,Label
55,0,11.500003635771229,82,0,-38,-6,0.35,26,121,94,4
45,-1,8.489209419309155,88,0,44,0,0.35,44,44,0,1
37,0,8.477017117397383,106,0,34,-12,0.35,69,72,4,1
45,0,8.499862071589106,79,0,46,5,0.35,34,33,0,1
37,0,8.516854778692798,79,0,10,224,0.35,42,69,26,1
76,0,12.516527437075377,81,8,-40,9,0.35,5,122,116,5
44,-1,8.510199712675085,85,0,44,3,0.35,41,41,0,1
43,-1,8.50949500153579,76,0,44,19,0.35,32,32,0,1
56,-2,11.502683435953328,97,2,42,-16,0.35,41,56,14,4
56,2,8.499836037704869,88,0,54,-5,0.35,32,33,2,1
48,0,8.484924607934428,81,-4,46,0,0.35,32,34,2,1
55,1,8.503317095835184,77,0,54,0,0.35,23,23,0,1
37,2,8.500279238898225,97,0,34,-2,0.35,60,64,4,1
55,0,11.503936909402999,78,-1,0,-3,0.35,23,78,56,4
56,0,11.495926953826574,96,4,34,0,0.35,40,62,22,4
44,0,8.495423623600768,86,0,42,-19,0.35,42,44,2,1
55,-4,11.501582232670714,96,0,50,0,0.35,41,47,6,4
37,0,8.508404856004779,78,0,-2,4,0.35,42,81,40,1
49,1,8.486142546539078,95,-3,50,0,0.35,46,46,0,1
37,0,8.502049558037891,95,1,10,0,0.35,58,84,26,1
44,0,8.507726206302358,99,-1,42,-16,0.35,56,58,2,1
107,-4,12.525354707318602,108,0,70,0,0.35,1,38,36,5
37,0,8.492015130435858,77,0,26,-7,0.35,41,52,10,1
56,0,8.512664041831453,86,1,56,0,0.35,31,30,0,1
56,0,11.501658611691148,76,0,-12,-19,0.35,20,89,68,4
42,0,8.508499414571142,80,-7,42,0,0.35,38,39,0,1
37,0,8.509551559086093,76,0,36,3,0.35,39,39,0,1
80,1,12.50217055716301,84,0,-28,0,0.35,4,112,108,5
45,3,8.508858482198539,79,0,44,-2,0.35,34,35,2,1
43,0,8.475920935966778,89,5,42,0,0.35,46,48,2,1
44,1,8.487039112908638,86,0,44,4,0.35,43,42,0,1
50,-1,8.481169642137505,86,0,50,-1,0.35,36,37,0,1
51,-1,8.496361644827587,86,0,50,-6,0.35,36,37,2,1
45,-1,8.50044270644727,78,-6,46,14,0.35,33,32,0,1
46,0,8.513698215683348,86,0,46,4,0.35,41,40,0,1
37,0,8.49281883452623,83,0,30,-23,0.35,46,52,6,1
42,5,8.495313627705022,84,1,42,0,0.35,42,43,0,1
56,0,8.518656169139827,89,0,56,0,0.35,33,32,0,1
37,0,8.499645549684827,79,-5,26,0,0.35,43,54,10,1
42,-1,8.496278939020897,88,0,42,0,0.35,45,46,2,1
37,0,8.48440646974321,75,0,20,5,0.35,38,54,16,1
37,0,8.500823320020427,96,0,18,-29,0.35,59,78,18,1
85,0,12.503735827199462,89,0,6,26,0.35,4,84,80,5
56,0,11.493924727133715,96,-2,52,-1,0.35,40,44,4,4
53,0,8.514652895388034,84,0,54,11,0.35,32,30,0,1
56,0,11.48307518392397,79,-1,6,-3,0.35,23,74,50,4
37,0,8.5069297254041,81,0,24,-18,0.35,44,57,14,1
37,0,8.508841435982834,77,5,26,0,0.35,40,51,10,1
41,0,8.519271834358143,76,0,42,25,0.35,35,35,0,1
41,-5,8.489081678023473,88,0,42,10,0.35,47,46,0,1
45,-4,8.513158956427832,107,0,44,-19,0.35,62,63,2,1
56,0,8.497357764058071,107,0,56,26,0.35,51,50,0,1
49,1,8.505550947145966,106,0,46,-3,0.35,58,60,2,1
45,1,8.496140731303433,86,-3,44,0,0.35,40,42,2,1
50,-2,8.504119869635504,81,-6,50,-8,0.35,32,32,0,1
48,-2,8.509778962043635,95,0,46,-3,0.35,47,49,2,1
56,0,11.510186896811554,97,-2,52,1,0.35,41,45,4,4
56,0,11.485967915113624,93,2,46,0,0.35,37,46,10,4
37,0,8.493588452610162,83,-1,18,0,0.35,47,65,18,1
41,0,8.486979957711727,82,0,38,-21,0.35,41,43,2,1
55,0,11.52750480213294,77,1,-18,8,0.35,21,95,74,4
62,0,8.509698773888656,109,0,62,11,0.35,48,47,0,1
56,0,11.485285551925557,97,0,52,21,0.35,41,46,4,4
43,-2,8.498875811827661,77,0,42,-16,0.35,34,36,2,1
50,0,8.497682922904414,110,1,50,0,0.35,60,61,2,1
37,0,8.4965748059007,77,0,34,-2,0.35,40,44,4,1
48,-4,8.487929453525348,79,0,46,0,0.35,31,33,2,1
37,0,8.504097490154122,77,0,0,-10,0.35,40,77,36,1
49,1,8.50646605519047,78,0,50,14,0.35,29,29,0,1
55,1,8.505210040798953,81,0,54,0,0.35,27,27,0,1
58,3,8.495966763282803,81,-5,56,0,0.35,24,24,0,1
37,0,8.500815956540723,81,5,34,1,0.35,43,47,4,1
46,-2,8.488358258783894,93,3,46,5,0.35,47,46,0,1
41,-3,8.50064484565492,78,0,42,12,0.35,37,37,0,1
46,5,8.500717353890359,86,0,46,7,0.35,40,39,0,1
56,0,8.497662702061396,96,0,54,14,0.35,40,42,2,1
42,-3,8.507097864089317,99,0,42,0,0.35,57,58,2,1
45,-3,8.488729716357321,85,-1,44,0,0.35,41,41,0,1
41,0,8.507960306439195,81,0,42,17,0.35,40,39,0,1
46,0,8.503480294330203,88,0,44,-26,0.35,42,44,2,1
80,-4,12.500023065247845,84,0,-14,0,0.35,4,99,96,5
85,0,12.51138982067634,88,1,-2,0,0.35,3,91,88,5
37,0,8.510347106396466,75,0,26,23,0.35,38,49,12,1
56,-1,8.490777974521409,96,0,54,3,0.35,40,42,2,1
55,0,11.516361971750602,78,0,6,-31,0.35,23,73,50,4
55,-1,11.507576772544565,79,-6,20,-20,0.35,24,59,34,4
41,2,8.504415980031991,86,5,42,10,0.35,45,45,0,1
37,0,8.50063936201805,77,0,26,-2,0.35,41,52,10,1
83,0,12.508020500793611,86,0,-6,-21,0.35,3,94,90,5
56,1,11.499856414121393,77,0,16,-1,0.35,22,62,40,4
41,-2,8.533333309644432,81,0,42,6,0.35,40,39,0,1
55,0,11.513257557201728,78,0,24,-24,0.35,23,55,32,4
44,-3,8.500887836161624,86,0,44,0,0.35,42,42,0,1
44,2,8.497654750405042,84,0,44,15,0.35,40,40,0,1
44,0,8.493670151311846,76,1,44,8,0.35,32,32,0,1
37,0,8.50150107587164,77,0,28,511,0.35,40,48,8,1
37,0,8.498716807256727,81,0,24,-5,0.35,44,57,14,1
44,3,8.505244222975175,76,0,44,12,0.35,32,32,0,1
37,0,8.514219016106475,77,-1,34,2,0.35,40,43,4,1
37,0,8.49879469011259,79,0,36,-8,0.35,42,43,2,1
54,-1,8.515204306872706,82,0,54,0,0.35,28,28,0,1
49,0,8.522775141990723,95,2,50,1,0.35,46,46,0,1
37,0,8.498732457403593,76,0,28,24,0.35,39,48,8,1
44,1,8.50696423404938,86,0,44,22,0.35,42,42,0,1
45,0,8.487118629762387,77,0,44,-14,0.35,32,34,2,1
42,-2,8.504348641778776,85,0,42,0,0.35,43,44,0,1
51,0,8.501416879993352,83,0,52,9,0.35,32,32,0,1
37,0,8.494241531234863,78,-4,28,0,0.35,41,50,8,1
42,0,8.48818175231822,78,-3,42,0,0.35,37,37,0,1
55,0,11.496902390017008,96,1,42,-5,0.35,41,55,14,4
47,0,8.509261402799527,76,7,46,0,0.35,30,30,0,1
57,0,8.495172288447279,82,5,56,0,0.35,25,25,0,1
56,0,8.501936275643086,95,0,54,1,0.35,39,41,2,1
55,0,11.506276554073017,82,0,-12,-13,0.35,26,95,68,4
56,5,11.506735846429779,80,0,-2,4,0.35,24,83,58,4
105,0,12.494744633654657,106,-3,72,8,0.35,1,34,34,5
56,0,8.490790726327281,82,0,56,27,0.35,26,25,0,1
45,0,8.509588479068878,77,0,46,31,0.35,31,30,0,1
57,0,8.51071099981093,81,3,56,0,0.35,24,24,0,1
59,0,8.497937122788299,86,0,60,3,0.35,28,27,0,1
55,1,11.497419529228864,96,4,50,0,0.35,41,47,6,4
37,0,8.503332898243528,81,0,20,6,0.35,44,60,16,1
43,0,8.486797977292959,77,-7,42,0,0.35,34,36,2,1
51,5,8.496341500790766,102,0,52,9,0.35,51,50,0,1
37,0,8.48832372837289,95,-2,18,-10,0.35,58,77,18,1
56,0,11.493918693647235,77,0,-10,5,0.35,21,87,66,4
37,0,8.508715602829477,81,0,38,9,0.35,43,42,0,1
58,0,8.499991763950218,88,5,56,0,0.35,30,31,2,1
37,0,8.497541195856556,106,0,24,-2,0.35,69,83,14,1
43,-2,8.502549045529273,81,0,42,-10,0.35,37,39,2,1
42,4,8.504766788830235,86,0,42,0,0.35,43,44,2,1
43,-1,8.491916973839631,83,0,42,-3,0.35,40,42,2,1
43,1,8.500528432864494,102,0,42,0,0.35,60,61,2,1
56,0,8.496833885411025,90,0,54,-16,0.35,34,35,2,1
44,0,8.488926840620834,86,-2,42,-30,0.35,42,44,2,1
43,0,8.497512481261854,86,2,42,-1,0.35,43,45,2,1
55,0,11.496014424805336,77,-4,28,-12,0.35,21,48,28,4
37,0,8.521438634860866,106,7,36,0,0.35,69,70,2,1
64,0,8.491315780273565,113,0,62,-12,0.35,48,51,2,1
44,3,8.503484789397342,81,0,42,-13,0.35,37,39,2,1
37,0,8.506378345336106,79,-4,36,-5,0.35,41,43,2,1
37,0,8.505379475893568,78,0,10,20,0.35,41,68,26,1
45,0,8.488667369606896,86,6,44,-12,0.35,41,42,2,1
41,0,8.503465722300252,83,0,42,9,0.35,41,41,0,1
49,0,8.498444662013794,82,0,50,11,0.35,33,33,0,1
76,2,12.50950982927069,81,1,-40,11,0.35,5,122,118,5
53,0,8.498853646586209,86,1,52,-14,0.35,33,35,2,1
37,0,8.483047382125047,76,-1,30,0,0.35,39,45,6,1
55,4,8.497600614356909,86,0,54,0,0.35,30,32,2,1
50,3,8.501236057054134,77,5,50,0,0.35,27,28,2,1
37,-1,8.502437621596002,106,-3,36,-5,0.35,69,69,0,1
41,0,8.49394228051146,83,0,42,10,0.35,41,41,0,1
37,0,8.501769352714406,98,0,30,-13,0.35,61,67,6,1
39,-3,8.50412519109918,78,6,38,0,0.35,39,39,0,1
37,-2,8.519830013064695,75,0,36,-13,0.35,37,39,2,1
37,0,8.507112406596791,77,0,-24,-3,0.35,41,103,62,1
55,0,11.507966505941361,83,0,-30,-2,0.35,27,114,86,4
43,0,8.497769248000846,81,0,42,-4,0.35,38,40,2,1
49,3,8.506888603396488,102,0,50,2,0.35,53,53,0,1
38,-3,8.516331176648277,77,6,38,0,0.35,39,38,0,1
45,0,8.494308478653686,76,-1,44,-6,0.35,31,32,2,1
37,-5,8.508403025485581,77,0,36,1,0.35,40,41,0,1
46,2,8.482708052468396,83,0,46,10,0.35,37,37,0,1
37,0,8.5036594154524,95,0,16,-7,0.35,58,79,22,1
37,0,8.493473068839526,83,1,-2,0,0.35,46,85,40,1
59,0,8.515718565103505,86,0,56,-5,0.35,27,29,2,1
37,0,8.518551822555716,83,0,16,-24,0.35,47,68,22,1
45,-1,8.509373147602403,79,0,46,9,0.35,34,33,0,1
45,-1,8.492501984988452,88,0,44,-16,0.35,42,44,2,1
55,2,11.502016730349412,72,-13,0,1,0.35,17,72,56,4
38,0,8.50498896354702,107,0,38,5,0.35,69,68,0,1
45,-4,8.512198569052934,79,0,44,-15,0.35,33,35,2,1
44,-3,8.511708012332267,77,0,44,17,0.35,33,33,0,1
81,0,12.489914333951445,84,0,-22,-13,0.35,4,108,104,5
37,0,8.516978883056943,81,-1,36,0,0.35,44,45,0,1
48,0,8.493825445430343,82,-1,46,-2,0.35,34,35,2,1
41,0,8.500259520461285,80,2,42,0,0.35,39,39,0,1
41,-4,8.499530014292452,77,0,42,0,0.35,36,36,0,1
47,3,8.498506703566122,86,2,46,0,0.35,40,40,0,1
37,0,8.492227947889763,78,0,18,-5,0.35,41,60,18,1
41,0,8.492858768445137,79,4,42,5,0.35,38,38,0,1
42,2,8.47890904446445,86,1,42,0,0.35,44,45,2,1
62,0,8.499346005526858,109,2,60,0,0.35,47,49,2,1
49,0,8.502261891236362,85,0,50,8,0.35,36,36,0,1
64,1,8.513338238728663,113,3,62,0,0.35,49,51,2,1
37,0,8.49637955723242,77,4,8,0,0.35,41,70,28,1
37,0,8.503681607486644,77,-2,8,0,0.35,40,69,28,1
48,0,8.494691749178592,84,8,46,0,0.35,36,37,2,1
45,0,8.495775267260507,85,1,46,18,0.35,40,39,0,1
47,0,8.50942666313781,86,-7,46,0,0.35,39,40,0,1
56,5,11.506832999361675,96,0,50,1,0.35,40,47,8,4
37,0,8.502169342010095,83,0,2,-23,0.35,46,80,34,1
37,0,8.502358649836678,81,0,-2,13,0.35,44,84,40,1
54,1,8.496352283648763,82,0,54,0,0.35,28,28,0,1
43,1,8.497763475345298,76,0,42,0,0.35,33,34,2,1
55,0,11.503382131543805,78,-1,8,1,0.35,23,70,48,4
41,-1,8.520320805066765,81,0,42,15,0.35,41,40,0,1
79,0,12.508988829408061,83,0,-30,38,0.35,4,114,110,5
37,0,8.5026969850019,81,-4,20,1,0.35,44,61,16,1
51,0,8.498841718638856,86,0,52,5,0.35,35,34,0,1
56,0,8.495258607628788,95,0,56,4,0.35,39,39,0,1
37,0,8.49795893333194,106,0,24,-13,0.35,68,82,14,1
48,4,8.523378757702822,77,0,46,0,0.35,28,30,2,1
45,-1,8.502900628233617,81,0,44,-17,0.35,36,37,2,1
45,4,8.527635715730082,108,0,44,0,0.35,63,64,0,1
41,-5,8.501441078928798,108,0,42,0,0.35,67,67,0,1
37,0,8.51122687225971,76,0,34,19,0.35,39,43,4,1
46,3,8.50380422327375,90,0,46,11,0.35,44,43,0,1
54,0,8.507161834908485,88,-2,54,0,0.35,34,33,0,1
37,-4,8.501628614839966,90,0,28,0,0.35,53,62,8,1
43,0,8.499277713069437,85,1,42,0,0.35,42,44,2,1
41,0,8.502197641483738,88,-3,38,-12,0.35,48,50,2,1
55,-4,11.479463386717915,80,-2,20,-7,0.35,25,59,34,4
42,-5,8.50940670801605,84,0,42,0,0.35,42,43,2,1
55,0,11.487652513711897,92,0,-4,5,0.35,36,97,60,4
51,4,8.48166392703244,85,0,50,-11,0.35,34,36,2,1
37,0,8.491051439122248,78,0,-4,16,0.35,42,83,42,1
38,-2,8.503488775348764,92,0,26,31,0.35,54,66,12,1
41,0,8.511910798220645,79,-1,38,0,0.35,39,41,2,1
45,0,8.476736708517274,88,0,44,-12,0.35,42,44,2,1
55,4,8.502168363314297,77,0,54,0,0.35,22,23,0,1
37,0,8.499053584117238,81,1,36,0,0.35,43,44,2,1
45,-1,8.503112155226987,84,0,44,-5,0.35,38,40,2,1
48,-1,8.501413000946021,84,-3,46,-5,0.35,36,38,2,1
83,0,12.488655393581226,86,0,-2,21,0.35,3,89,86,5
37,0,8.486808010626136,105,0,18,22,0.35,68,87,18,1
44,0,8.504439198366729,86,-2,44,2,0.35,43,42,0,1
51,-5,8.508067114019644,77,0,52,0,0.35,26,25,0,1
37,0,8.487295499822508,83,0,8,21,0.35,46,75,30,1
55,4,8.520398211284311,89,0,54,0,0.35,34,35,0,1
41,0,8.499628989295688,83,4,38,-7,0.35,42,44,2,1
37,0,8.503118274072552,95,0,10,14,0.35,58,84,26,1
37,0,8.490595279134935,80,0,12,11,0.35,43,67,24,1
42,0,8.515281835680652,81,4,42,0,0.35,39,39,0,1
37,0,8.506877488209106,104,0,26,-25,0.35,66,78,12,1
39,1,8.500210782914518,86,7,38,0,0.35,46,47,0,1
52,-2,8.50393084270152,83,0,52,0,0.35,32,32,0,1
42,0,8.498180321420968,86,-1,42,0,0.35,44,45,2,1
37,0,8.493154989610137,81,0,12,-1,0.35,44,68,24,1
56,1,11.507225576458191,98,0,44,-1,0.35,42,54,12,4
37,0,8.48540540413562,105,5,18,0,0.35,68,87,18,1
44,-1,8.488610542466814,79,0,42,-30,0.35,36,38,2,1
55,0,8.519585757277776,83,0,54,-1,0.35,28,29,2,1
37,0,8.513710087748397,77,0,38,4,0.35,39,38,0,1
55,0,11.497745403001264,79,0,16,-18,0.35,23,63,40,4
37,0,8.493104116958207,107,1,30,0,0.35,70,76,6,1
42,0,8.498454337823109,84,-1,42,-1,0.35,42,43,2,1
55,0,11.507941942971778,77,-7,16,10,0.35,22,62,40,4
49,0,8.500152233052264,82,0,50,5,0.35,33,33,0,1
49,0,8.50960529098134,88,0,46,-8,0.35,40,42,2,1
45,0,8.507494750429167,88,0,46,22,0.35,42,41,0,1
53,0,8.496456136653178,88,3,52,-10,0.35,35,36,2,1
51,0,8.516326683928764,82,0,50,-12,0.35,31,33,2,1
37,0,8.503413683333473,82,-2,34,0,0.35,45,48,2,1
41,0,8.494624868420734,83,0,42,7,0.35,41,41,0,1
45,0,8.50233479220736,106,0,46,14,0.35,61,60,0,1
43,0,8.494600515465622,81,0,44,22,0.35,37,37,0,1
45,0,8.498710095501222,76,0,46,25,0.35,30,29,0,1
56,0,11.501391394882283,76,0,-2,3,0.35,20,79,58,4
48,1,8.496842315583418,94,1,46,0,0.35,46,48,2,1
48,0,8.524688097466777,95,0,46,0,0.35,47,49,2,1
37,0,8.501891398218808,95,0,10,0,0.35,58,84,26,1
46,0,8.48492355611952,86,-24,46,0,0.35,40,40,0,1
52,-1,8.493923043858196,83,0,52,0,0.35,31,31,0,1
46,1,8.493269229994283,77,0,46,6,0.35,32,31,0,1
41,0,8.50373720958192,80,0,42,18,0.35,39,39,0,1
45,2,8.498722306064497,93,0,46,23,0.35,48,47,0,1
41,0,8.503234444107397,84,0,38,-28,0.35,43,45,2,1
55,-1,8.502950999694601,87,0,54,-2,0.35,32,33,2,1
43,-1,8.504501357291648,87,0,42,-15,0.35,44,46,2,1
56,0,11.508210800439095,76,-4,-18,0,0.35,20,94,74,4
38,2,8.50083829005812,76,0,38,10,0.35,38,37,0,1
49,0,8.481777157700227,84,3,50,0,0.35,35,35,0,1
41,1,8.497657573394807,78,0,38,-14,0.35,37,39,2,1
37,0,8.499255478683635,75,0,28,43,0.35,38,46,8,1
55,0,11.485268894234535,95,0,46,-15,0.35,40,49,8,4
38,3,8.504153365942555,86,0,38,21,0.35,49,48,0,1
37,0,8.507029351994971,83,0,6,2,0.35,46,78,32,1
38,-2,8.503596124219369,80,0,38,0,0.35,42,41,0,1
45,0,8.510699460287903,77,0,44,-13,0.35,31,33,2,1
49,0,8.490659837662728,88,0,50,2,0.35,39,39,0,1
56,0,11.487113432163989,97,0,44,-14,0.35,41,53,12,4
43,-5,8.494677824802706,87,0,44,20,0.35,44,43,0,1
55,-1,11.485536569189856,76,2674,-22,14,0.35,21,99,78,4
37,0,8.494518582354894,105,-1,24,-4,0.35,68,82,14,1
56,0,11.49177643661161,95,0,50,6,0.35,40,46,6,4
54,-2,8.485616426879774,78,-1,54,0,0.35,24,24,0,1
49,4,8.518190180774262,77,0,50,3,0.35,28,28,0,1
39,0,8.503119956029526,77,-6,38,0,0.35,39,39,0,1
56,0,8.49657399455619,92,0,54,3,0.35,36,38,2,1
45,-5,8.513904971714735,82,0,44,-25,0.35,37,38,2,1
38,1,8.488397686233371,77,0,38,12,0.35,39,38,0,1
45,0,8.47991101450918,93,0,44,-4,0.35,48,50,2,1
44,1,8.4831942345298,75,0,42,-20,0.35,31,34,2,1
49,0,8.482181767527267,86,-1,50,15,0.35,38,37,0,1
41,0,8.496156441167054,82,-1,38,-13,0.35,41,43,2,1
46,0,8.50244866790167,85,0,44,-25,0.35,39,41,2,1
37,0,8.503377678228897,78,0,2,28,0.35,41,75,34,1
37,0,8.484949116016779,82,0,16,1,0.35,45,66,22,1
55,0,11.501047531290903,79,0,8,-16,0.35,23,71,48,4
85,0,12.497027648020822,88,-114,0,0,0.35,3,88,84,5
37,0,8.511017446624434,100,0,34,-11,0.35,64,67,4,1
37,0,8.508156248529438,76,0,26,-9,0.35,39,50,10,1
37,0,8.504407665972401,77,1,26,9,0.35,40,51,12,1
44,0,8.501483576610738,89,0,44,17,0.35,45,45,0,1
53,1,8.493192063652296,78,0,52,-7,0.35,25,26,2,1
37,0,8.494022134760227,80,0,28,-6,0.35,43,52,8,1
37,0,8.51063042305545,79,0,24,24,0.35,42,55,14,1
41,1,8.502472853047646,106,-1,42,3,0.35,65,65,0,1
38,2,8.4949136974284,79,0,38,8,0.35,41,40,0,1
37,0,8.490155596924064,76,-4,30,22,0.35,39,45,6,1
55,4,8.480876374673475,81,1,54,0,0.35,27,27,0,1
41,0,8.49288582767424,77,0,42,15,0.35,37,36,0,1
56,0,11.521382405280704,97,-6,46,0,0.35,41,50,10,4
37,0,8.498810566895942,78,0,0,-17,0.35,41,78,36,1
37,0,8.500810046007812,75,0,24,-17,0.35,38,52,14,1
62,-1,8.487399599870477,108,0,60,0,0.35,45,48,2,1
56,0,11.499265281156296,97,-3,46,0,0.35,41,50,10,4
49,0,8.499754330346281,88,1,50,19,0.35,40,39,0,1
51,-2,8.50382781419294,78,0,50,-30,0.35,27,29,2,1
37,0,8.499880359783116,83,0,28,10,0.35,46,54,8,1
41,0,8.506120450377283,76,-7,42,11,0.35,34,34,0,1
37,0,8.503176209282785,77,0,34,-4,0.35,40,43,4,1
49,0,8.491072051695209,95,0,50,28,0.35,47,46,0,1
46,0,8.49475136242921,85,0,44,-27,0.35,39,41,2,1
55,1,8.504237096803346,86,0,54,0,0.35,32,32,0,1
41,0,8.506731134295753,86,-2,38,-11,0.35,45,47,2,1
45,0,8.498349693085721,83,0,46,29,0.35,37,36,0,1
47,2,8.500045360757085,83,0,46,0,0.35,36,36,0,1
55,0,11.509062612101996,77,0,12,-11,0.35,22,65,42,4
80,0,12.500586771684008,84,0,-36,5,0.35,4,120,116,5
43,0,8.522803493406377,83,1,42,-8,0.35,39,41,2,1
50,0,8.496960261314461,86,6,50,0,0.35,36,37,0,1
49,2,8.492526871376938,77,0,46,-7,0.35,28,30,2,1
37,0,8.479551577090911,75,0,26,-8,0.35,38,49,12,1
53,-1,8.497879161309013,86,0,54,17,0.35,33,32,0,1
55,0,11.49832386067563,77,0,10,-18,0.35,21,66,46,4
81,-3,12.50137378753591,84,0,-22,-2,0.35,4,108,104,5
55,0,11.510383511975583,95,0,36,29,0.35,40,59,20,4
55,0,11.491313700355088,77,3,-10,0,0.35,22,88,66,4
55,0,11.47647853241232,96,3,44,26,0.35,41,52,12,4
42,1,8.49458762955793,79,0,42,0,0.35,37,38,0,1
37,1,8.490472468347178,76,0,20,0,0.35,39,55,16,1
37,-1,8.505375245721087,79,0,28,0,0.35,42,51,8,1
56,4,11.487902107074712,97,-4,46,0,0.35,41,51,10,4
44,1,8.488858820064817,107,0,44,0,0.35,63,63,0,1
51,5,8.4933772601262,87,0,50,0,0.35,36,38,2,1
37,0,8.514335994775182,83,0,6,-10,0.35,47,78,32,1
55,0,11.503407398488397,83,0,-28,1,0.35,27,111,84,4
37,0,8.493993147090487,76,0,28,21,0.35,39,48,8,1
38,0,8.495265861496838,79,-1,38,4,0.35,41,40,0,1
37,2,8.491632143626799,77,0,34,0,0.35,40,43,4,1
37,0,8.50469739769791,80,5,26,0,0.35,43,54,10,1
37,0,8.491889383654405,78,-6,28,0,0.35,41,50,8,1
55,0,11.500729868230861,95,-1,52,21,0.35,40,44,4,4
55,0,11.499252595003284,76,0,-22,3,0.35,21,99,78,4
37,0,8.510811985112088,105,0,24,5,0.35,68,82,14,1
38,1,8.503504100588255,83,0,38,0,0.35,44,44,0,1
43,0,8.507292325866139,79,5,42,0,0.35,37,38,2,1
37,0,8.500675740507592,76,2,30,25,0.35,40,45,6,1
37,0,8.502756976779605,106,-3,24,0,0.35,69,82,14,1
41,-2,8.515566953782457,80,0,42,0,0.35,39,39,0,1
37,0,8.49901102001143,76,0,20,18,0.35,40,55,16,1
49,0,8.483895100278115,88,0,46,-6,0.35,39,41,2,1
46,0,8.493528986714754,86,-7,46,4,0.35,41,40,0,1
58,0,8.491370819843334,80,-7,56,0,0.35,22,23,0,1
48,0,8.496652196705584,84,2,46,0,0.35,36,37,2,1
45,0,8.509305990839534,81,0,46,18,0.35,36,35,0,1
37,0,8.51069797583992,83,0,34,21,0.35,46,49,2,1
105,0,12.501558692964931,106,-1,70,0,0.35,1,36,34,5
44,0,8.511966731977314,87,0,44,12,0.35,43,43,0,1
49,0,8.501593774462284,100,0,46,-3,0.35,52,54,2,1
41,-1,8.492353185378654,81,0,38,-10,0.35,41,43,2,1
37,0,8.496178763634306,76,0,36,-16,0.35,38,39,2,1
37,0,8.506852132336004,104,0,16,-11,0.35,67,89,22,1
45,0,8.51239201264318,86,2,44,0,0.35,41,42,2,1
55,-1,11.493538800650146,79,-3,26,-6,0.35,23,53,30,4
41,-3,8.48285560045374,80,0,38,-21,0.35,39,41,2,1
49,0,8.503856014064135,78,-6,50,18,0.35,29,29,0,1
52,-3,8.491012850991327,84,0,52,-4,0.35,31,32,0,1
56,0,11.485741236446323,77,0,-24,-7,0.35,21,103,82,4
42,-1,8.504798795744787,106,0,42,0,0.35,63,64,2,1
43,0,8.510590010651613,81,-5,42,-1,0.35,37,39,2,1
51,-2,8.499199320517732,87,0,50,-13,0.35,36,38,2,1
56,0,8.485688443181454,89,0,56,4,0.35,33,32,0,1
37,0,8.514734318297286,94,-6,16,0,0.35,57,79,22,1
53,5,8.52119345999337,81,-1,54,8,0.35,28,27,0,1
55,-1,8.50966766243186,83,4,54,0,0.35,29,29,0,1
55,1,8.496559155476652,83,-3,54,0,0.35,29,29,0,1
45,0,8.489665391442486,86,1,44,0,0.35,42,42,0,1
45,0,8.477893370100327,82,0,44,-9,0.35,37,38,2,1
38,0,8.505413210483407,93,0,34,21,0.35,55,59,4,1
37,0,8.497057233414388,77,0,36,-11,0.35,40,41,2,1
81,0,12.494884656374639,85,0,-22,0,0.35,4,108,104,5
47,0,8.504768646716183,76,1,46,0,0.35,28,29,0,1
45,0,8.50225909197907,88,0,44,-7,0.35,42,44,2,1
55,0,11.509627384463652,77,-3,30,0,0.35,21,46,24,4
49,0,8.505201047277511,84,0,50,10,0.35,36,35,0,1
58,0,8.475826892031014,86,2,56,0,0.35,28,30,2,1
45,0,8.518991776214085,79,0,44,-6,0.35,34,35,2,1
56,0,11.491906902445853,96,0,42,6,0.35,40,55,14,4
37,0,8.499341487829616,105,0,18,6,0.35,68,87,18,1
37,0,8.504748220172225,90,0,36,28,0.35,53,54,2,1
54,-1,8.496124726188738,81,0,54,0,0.35,27,27,0,1
44,0,8.50493162524453,81,-2,44,3,0.35,38,37,0,1
50,-3,8.497227169819084,77,0,50,0,0.35,27,28,0,1
43,0,8.497468712580526,84,-1,42,-10,0.35,41,43,2,1
55,0,8.488353494655993,82,0,54,14,0.35,26,28,2,1
44,0,8.511461569319394,79,0,44,14,0.35,36,35,0,1
44,4,8.495900832743501,84,0,44,2,0.35,40,41,0,1
44,2,8.50668584226383,81,0,44,9,0.35,38,37,0,1
55,0,11.503342674017901,93,0,50,-13,0.35,38,44,6,4
51,1,8.500843000533937,78,0,50,11,0.35,27,29,2,1
39,0,8.520827118711926,78,8,38,0,0.35,39,39,0,1
37,-2,8.5120382144145,80,0,18,-7,0.35,43,62,18,1
44,0,8.510227056007153,86,-1,44,6,0.35,42,42,0,1
49,-2,8.504913645652485,82,0,50,2,0.35,33,33,0,1
56,4,8.49009255622527,91,0,56,6,0.35,35,34,0,1
46,4,8.5157669624083,81,0,46,13,0.35,35,34,0,1
37,-1,8.498953794568804,81,-3,36,-46,0.35,43,44,2,1
46,1,8.506170412016527,80,0,44,-16,0.35,34,36,2,1
81,2,12.500769102989317,83,-8,-6,-968,0.35,3,91,88,5
37,4,8.506274817578625,86,0,36,0,0.35,49,50,0,1
55,0,11.507747418448805,76,0,-18,-4,0.35,21,94,74,4
56,0,8.5103280174287,86,0,54,-7,0.35,30,32,2,1
